region,timezone,language,lasttime,created_bill,package,hours_user,sum_vm,sum_length,is_paid
LK,5,en,180,140,1x2080Ti,9,3,67282927616,0
KR,9,ko,72,31,23,59,2,1.30072E+11,1
HU,1,hu,245,261547,1x3090,116,4,3.25841E+11,1
VE,-4,es,530,449,1x2080Ti,21,1,82287001600,1
FI,2,fi,449,50,1x2080Ti,147,4,90585370065,1
PL,2,en,193,1703,1x3090,12,1,23996661760,1
GB,1,en,7,36236,1x3090,20,1,62300912536,0
ES,2,es,0,19,1x3090,5,1,79099330560,0
SA,3,en,12,30,1x3090,92,3,1.14124E+11,1
VN,7,vi,249,53,1x3090,13,1,31286362112,1
VN,7,en,37,40,cpuhub1,3,2,60746487714,1
AU,10,en,0,50307,1x3090,15,1,24483201024,0
AU,11,en,404,100,1x3090,73,1,1.2082E+11,1
BG,2,bg,144,4209,cpuhub1,10,1,43311962289,0
AO,7,vi,561,3013,1x2080Ti,0,2,24026021888,1
VN,7,vi,3,55,1x3090,40,3,1.32147E+11,1
DE,2,de,401,32,1x3090,76,5,1.03211E+11,1
PL,2,pl,239,646,1x3090,48,4,99717019210,1
KR,9,ko,49,143,6x3090,20,6,5.41701E+11,1
CA,-8,en,165,25,1x3090,4320,4,1.26349E+12,1
EG,2,en,4,41685,1x3090,71,1,38196477952,0
IT,1,it,1,49,1x3090,6,1,10768784155,1
FR,1,fr,2,225445,22,131,1,66610790400,1
EG,2,en,7,568,cpuhub1,4,1,44891635712,0
DK,2,en,0,91,1x3090,64,2,37762478878,0
US,1,en,330,54,17,39,1,2.65912E+11,1
BR,-3,pt,0,8600,1x3090,110,1,49181360128,0
CZ,1,en,0,72,1x3090,67,1,57005834240,0
VN,7,vi,66,1396,cpuhub1,26,1,10104520215,1
US,-7,en,1,181,16,1053,2,1.15814E+11,1
US,-4,en,249,1160,6x3080,36,26,1.80166E+12,1
PL,1,en,193,135,16,41,1,68894588928,1
DZ,1,fr,146,56,1x3090,286,2,1.85438E+11,1
VN,7,en,43,30,1x3090,44,1,61112057856,0
VN,-4,vi,0,32,1x3090,192,1,42139123712,1
VN,7,en,NULL,334,1x2080Ti,153,2,79575384064,1
CZ,2,cs,9,1278,22,15,1,31020023808,1
IN,5,en,33,52,cpuhub1,16,1,32182894592,0
IT,2,it,1,29,6x3090,10,1,11760447687,1
IN,5,en,0,26,1x3090,17,1,28012707840,0
VN,7,en,216,1030,1x3090,2,2,1.85331E+11,1
US,-4,en,184,27,18,80,1,18268289035,1
BR,-3,pt,6,115,1x3090,77,1,46033534976,0
UA,3,en,49,163,16,6,1,26583226911,1
VN,7,en,5,42,1x3090,8,2,1.92126E+11,1
FR,2,en,0,780610,1x3090,36,1,39454769152,0
GB,1,en,64,78,1x3090,371,2,44219546263,1
UA,2,ru,2,30,1x3090,30,1,19490600300,1
CL,-3,es,2,1213,1x3090,1440,2,9550481493,1
AR,-3,en,14,3974,1x3090,94,1,49277829120,1
US,-5,en,14,276,22,223,1,90939850752,1
VN,7,vi,30,82,22,17,3,2.49982E+11,1
CN,8,en,362,55,1x3090,25,4,83350273608,1
NL,2,en,169,1054,1x3090,64,1,49533681664,1
VN,7,vi,301,121,cpuhub1,44,3,39590869796,1
BR,-3,en,149,67,1x3090,861,1,21457465986,1
OM,4,en,3,82,6x3080,885,1,7660305174,1
FR,1,fr,102,401,1x3090,37,2,1.58278E+11,1
GB,1,en,0,23,cpuhub1,68,1,28726788096,0
VN,7,vi,0,181620,cpuhub1,50,1,1832910848,0
JP,9,en,0,83,6x3090,24,2,14596177920,1
AU,2,he,NULL,77,NULL,954,1,4194304,1
US,-8,en,0,56,23,129,1,42213572608,1
VN,7,vi,11,154,16,63,2,87993352192,0
US,-8,en,8,145,22,546,5,5.3903E+11,1
VN,7,en,2,74,1x3090,26,2,41256063947,1
PK,5,en,0,2343,1x3090,4,1,26207059968,0
IT,2,it,274,95,17,79,7,2.57463E+11,1
RU,5,ru,0,34,1x3090,79,1,46578794496,0
VN,7,en,230,92,1x3090,325,2,11821689402,1
ZA,2,en,0,169,1x3090,79,1,26399997952,0
GB,1,en,13,598,22,3,4,2.07664E+11,1
VN,7,vi,266,20172,sliver,49,2,17769223814,1
VN,7,en,1,2269,1x3090,51,1,32395755520,0
VN,7,vi,31,420,1x3090,30,1,88719311791,1
DE,1,en,266,76,6x2080ti,36,4,51855468949,1
VN,7,vi,439,788,NULL,27,2,23587717120,1
GB,1,en,28,4593,16,12,3,2.40424E+11,1
VN,7,vi,0,58,1x3090,14,2,64192774144,0
RS,1,en,78,367,1x3090,3,1,1.11303E+11,1
US,-4,en,179,43,18,6,2,2.28352E+11,1
VN,7,en,52,46,1x3090,49,4,91190455245,1
BR,-3,pt,41,4371,6x3090,26,1,1.09833E+11,1
VN,7,vi,0,293947,1x2080Ti,3,1,5412749312,0
GB,1,en,4,80,6x3080,3,2,60361067708,1
PT,0,pt,19,1105,6x2080ti,426,1,41645244416,1
AE,4,en,305,34,cpuhub1,5,7,7.45451E+11,1
AT,2,de,248,22,sliver,13,2,33485976375,1
IN,5,en,4,85,1x3090,19,1,8282701824,0
BR,-3,pt,0,2211,1x3090,68,1,1.33949E+11,0
DE,2,en,4,63,6x2080ti,2880,2,52076322376,1
BG,3,en,388,120,1x3090,6,1,85474672640,1
BH,3,en,33,286,1x3090,120,1,85315289088,1
HR,1,en,85,83849,6x3080,62,23,5.91077E+11,1
VN,7,en,618,12036,rf11node,96,1,68326260736,1
GB,1,en,1,55,18,19,2,34215876144,1
IN,5,en,1,89,1x3090,1,1,3993960984,1
RU,3,ru,0,60487,1x3090,205,1,47165997056,1
UG,3,en,0,25,cpuhub1,27,1,10578034688,0
VN,7,vi,192,204003,1x3090,37,4,1.94182E+11,1
VN,7,en,NULL,61844,cpuhub1,57,1,29553065984,1
IL,2,en,14,241,22,49,2,91597307904,1
DO,-4,es,0,7793,1x3090,79,2,54520709120,0
IN,5,en,166,169,16,76,8,2.07708E+11,1
FR,1,fr,3,831,1x3090,38,1,85982183424,1
VN,7,vi,349,23,sliver,29,8,1.87833E+11,1
EG,2,en,111,73,1x3090,71,3,1.84404E+11,1
IT,1,it,0,35,1x3090,47,1,6191841280,0
BR,-3,pt,289,1375,1x3090,376,2,1.90497E+11,1
PL,1,pl,12,54,1x3090,23,1,18515169715,1
IN,5,en,3,270774,1x3090,94,1,42871029760,0
PL,1,pl,0,837,1x3090,53,1,48344596480,0
VN,7,vi,386,23091,NULL,36,4,96679340942,1
VN,7,vi,1,843,1x3090,45,1,37292605440,0
VN,7,en,252,653,1x3090,51,3,3.23064E+11,1
IT,2,it,42,116,16,5,2,8.76777E+11,1
BR,-4,pt,31,93782,1x3090,228,2,1.00764E+11,1
GB,0,en,8,10279,22,0,1,37462474752,1
VN,7,en,162,8867,17,13031,8,8.51897E+11,0
IN,5,en,64,5496,1x3090,33,1,48581574656,0
ZA,2,en,428,2689,1x3090,5,3,1.53237E+11,1
BE,2,en,273,34,16,20,1,48938090496,1
RS,1,en,371,4459,1x2080Ti,29,3,49465419136,1
VN,7,vi,111,24,1x3090,36,2,1.37254E+11,1
FR,2,fr,321,68,1x3090,31,4,1.36684E+11,1
VN,7,vi,53,41,1x3090,13,3,79734767616,0
US,-7,en,166,3474,6x2080ti,7,2,94008617276,1
AU,11,en,0,392,1x2080Ti,33,1,23336058880,0
TR,3,tr,0,68,16,9,1,33488371712,0
IN,5,en,0,147,1x3090,44,1,54562652160,0
VN,7,en,4,66,16,64,2,55929601095,1
ES,2,es,224,78,1x3090,79,5,1.60824E+11,1
SE,2,en,222,531,16,47,9,4.2551E+11,1
EG,2,en,6,135,22,9,2,90708115456,0
US,-4,en,10,69,1x3090,1285,2,2.93963E+11,1
UG,3,en,374,108,1x3090,75,11,4.29964E+11,1
KR,9,ko,0,50,1x3090,41,1,63213404160,1
RS,1,en,112,27,1x2080Ti,382,1,4660639080,1
US,-4,en,26,22,1x3090,26,3,74402798882,1
VN,7,vi,335,275,NULL,183,5,87003412788,1
SA,3,en,0,66,1x3090,9,1,10689248804,0
BA,1,sr,1,66,1x2080Ti,180,1,15325986816,0
AR,-3,es,0,690,1x3090,52,1,45203062784,0
SI,2,sl,1,2701,1x3090,127,1,14948667252,0
FR,2,fr,25,5981,1x3090,17,3,1.32796E+11,0
US,-4,en,1,1137,6x3090,322,1,20505320381,1
PH,8,en,0,1326,1x3090,43,1,55265198080,0
KW,3,en,53,736,6x2080ti,17,4,58431581193,1
FR,2,fr,229,47,18,57,9,4.5297E+11,1
IT,2,it,0,15318,cpuhub1,103,1,24431820800,0
VN,7,vi,0,899,golden,81,1,8755609600,0
VN,7,en,0,1481,1x3090,89,1,9188671488,0
DE,1,de,5,166,1x2080Ti,1440,2,13761511424,1
VE,-4,es,1,2723,6x3090,3,1,44041240576,1
ID,7,en,2,19896,1x3090,71,5,5.56147E+11,1
VN,7,en,38,12896,1x3090,60,1,2.13946E+11,1
VN,9,en,17,11489,16,84,1,37607178240,1
BR,-3,pt,9,25,1x3090,90,2,1.04639E+11,1
PT,0,en,0,64,1x3090,35,2,82153832448,1
US,-5,en,0,41,6x3090,4,1,14836129625,1
CO,-5,en,7,158,23,327,2,1.85788E+11,1
VN,7,vi,10,61,cpuhub1,60,3,1.39971E+11,1
UA,3,uk,1,1471,cpuhub1,0,3,92911173632,0
VN,7,vi,229,164,cpuhub1,16,1,30432075214,1
CV,NULL,NULL,274,15858,cpuhub1,17,68,2.18304E+12,1
RU,3,ru,1,237,1x3090,312,1,75330748416,1
BR,-3,pt,1,100,6x3080,11,2,6406621035,1
SE,1,sv,76,591,1x3090,316,1,60487106560,1
US,-7,en,95,25,1x3090,96,3,5.5757E+11,1
US,-6,en,171,42,1x2080Ti,40,2,29265598889,1
NP,5,en,66,413862,1x3090,133,3,66296113974,1
TH,7,en,1,1329,1x3090,111,1,79149662208,0
VN,7,en,3,36,1x3090,46,3,87904223232,1
MX,-5,es,356,72,1x3090,1,6,3.23279E+11,1
GB,0,en,23,136,1x3090,44,1,30216814592,0
VN,7,vi,128,931,1x3090,125,3,4.31021E+11,1
TW,8,zh,0,22,1x3090,4,1,4678746112,0
GR,2,en,0,34,1x3090,50,2,36032388453,0
TH,7,th,122,63,1x2080Ti,80,1,490834471,1
AU,11,en,NULL,3385,1x2080Ti,602,1,21777874944,1
VN,7,vi,329,50275,1x2080Ti,24,1,66527952896,1
IN,5,en,111,21,1x3090,44,4,1.27584E+11,1
US,-7,en,0,47,cpuhub1,27,1,15060225323,1
PS,2,en,140,33,1x3090,32,3,40230715392,1
AR,-3,en,168,26,cpuhub1,40,2,1.48925E+11,1
SE,2,sv,0,82,1x3090,79,2,35256157553,1
SE,1,sv,0,77,1x3090,60,1,53698625536,0
GB,0,en,15,125,1x3090,25,4,38189698697,1
VN,7,en,602,84434,6x2080ti,4,27,1.51668E+12,1
KZ,6,ru,242,25,6x3080,36,7,4.89902E+11,1
PK,5,en,65,59,golden,20,1,1.66803E+11,1
GB,0,en,1,55,cpuhub1,27,3,62171570742,1
ID,7,id,57,2153,1x2080Ti,111,2,25680957935,1
QA,3,en,13,16524,1x3090,18,3,71797047296,1
SK,7,vi,0,9,1x3090,15,1,9219080192,0
PL,2,pl,1,62,1x3090,10,1,27530362880,1
FR,2,en,1,434,1x3090,333,3,46355620156,1
HK,8,zh,249,14,18,256,3,96447971392,1
IL,3,en,1,107,cpuhub1,3,2,50936676352,0
KE,3,en,3,46,1x3090,12,1,38454427648,0
US,-7,en,326,102,16,16,2,46653710677,1
CA,-4,en,69,374,cpuhub1,44,6,61556214281,1
US,-8,en,10,120,1x3090,32,1,35990274048,1
GH,0,en,0,168,1x3090,332,1,20021935477,1
CA,-5,en,21,72,1x3090,234,1,96780419072,1
TH,7,fr,214,12,16,32,3,1.30546E+11,1
CA,-5,en,125,28,1x3090,22,3,2.09276E+11,1
VN,7,vi,618,5409,sliver,31,4,3.1343E+11,1
VN,7,en,112,316,1x3090,13,1,92986671104,1
US,-7,en,1,114,1x3090,150,1,48395156959,1
IT,1,it,1,16,1x2080Ti,23,1,11884560384,0
FR,1,en,4,117,6x3090,19,4,1.00512E+11,1
CA,-6,en,7,540,1x3090,33,1,2.43462E+11,1
US,-6,en,417,51,1x3090,22,2,38237002212,1
CY,3,en,2,709,1x3090,2,2,79714610545,1
CH,2,de,4,152,1x3090,66,1,51215597568,0
VN,7,en,5,108909,cpuhub1,9,2,1.32998E+11,1
IN,5,en,420,565,1x2080Ti,99,2,2.56526E+11,1
BR,-3,pt,1,104,cpuhub1,300,1,27149729792,0
PT,1,pt,10,13,18,10,2,48299499288,1
DE,2,en,4,99,16,52,2,1.27366E+11,1
BR,-3,en,96,14,1x3090,17,3,2.92778E+11,1
HR,1,en,0,6328,23,51,1,60580429824,1
CZ,1,en,2,477,1x3090,83,1,54459891712,1
IN,5,en,0,9517,1x3090,62,1,15728217645,1
SA,3,ar,1,43,1x3090,13,1,49095376896,0
US,-6,en,91,17,1x3090,38,1,44747980800,1
JP,9,ja,3,1190,16,4,2,89546293248,1
NL,2,en,10,83,1x3090,7,14,4.72827E+11,1
ES,1,es,2,67,golden,120,2,21271604211,1
VN,7,vi,2,4051,1x3090,11,1,53994323968,1
US,-7,en,5,8689,1x3090,36,2,29665078465,1
AR,-3,es,587,103,1x3080,44,1,28502141324,1
AU,11,en,0,198,golden,4,1,8502902784,0
GB,2,pl,29,96,23,22,1,1.15566E+11,1
GB,0,en,139,146,1x3090,29,4,1.8268E+11,1
IN,5,en,1,4926,1x2080Ti,23,1,10553917440,0
VN,7,vi,54,213,1x2080Ti,105,1,60001615872,0
US,-5,en,0,64929,22,244,1,53002371072,1
TR,3,tr,3,565,1x3090,80,1,56867422208,0
US,-5,en,469,21,1x2080Ti,21,2,57304678400,1
VN,7,vi,0,122,1x3090,111,1,66428338176,0
VN,7,vi,82,157,1x3090,225,2,1.90025E+11,1
BR,-3,pt,117,9889,1x3090,35,1,76784074752,1
HN,-6,en,295,147688,cpuhub1,5,6,2.70766E+11,1
VE,-4,en,111,10239,1x3090,70,3,5.69983E+11,1
US,-7,en,53,148454,1x3090,135,2,60997763072,1
CL,-3,es,0,536,16,50,1,9662170206,1
VN,7,vi,7,63305,1x2080Ti,61,1,33486274560,0
IN,5,en,1,3306,22,203,2,79137079296,1
MY,8,en,1,702,1x3090,18,4,39316603553,1
KR,9,ko,88,54,18,150,2,40939309112,1
VN,7,en,60,10946,cpuhub1,1144,2,64844988416,1
VN,7,vi,31,42,cpuhub1,37,1,43960500224,0
BR,-3,pt,0,88,1x3090,10,1,29205987328,0
IT,2,it,3,10414,23,21,4,1.65442E+11,1
AT,1,de,0,2099,1x3090,22,1,9293529088,0
DZ,1,fr,1,18889,1x3090,34,2,82178998272,0
US,-7,en,6,161,1x3090,50,3,89787808858,1
AL,8,en,NULL,34,golden,30,1,33554432,1
KR,9,ko,177,50,6x3090,121,3,1.92394E+11,1
US,-8,en,21,55,23,38,2,98790539264,1
TW,8,en,1,650,1x3090,57,3,2.12092E+11,1
VN,7,en,263,1561,1x3090,49,1,54948528128,1
BR,-3,pt,0,15,1x3090,7,1,24699207680,0
PL,2,en,13,195,1x3090,20,2,72120917694,1
US,-4,en,233,1076,1x3090,15,2,1.68622E+11,1
MD,2,ru,5,1047,16,13,1,71012712448,1
TR,3,tr,0,255,cpuhub1,120,1,27787264000,0
VN,7,en,7,102,1x3090,52,2,53658971476,1
FR,1,fr,68,78,1x3090,1201,2,1.19842E+11,1
IT,2,it,194,89,1x3090,20,2,39614535854,1
VN,7,vi,8,188,1x3090,236,6,89014161674,1
SE,2,fr,9,19,1x3090,1,1,1.4374E+11,1
VN,7,vi,60,63,cpuhub1,7,6,1.52327E+11,0
AU,11,en,4,109,6x3090,55,1,15561335597,1
KR,9,ko,88,28,16,5,2,64987936478,1
US,1,en,0,83,23,16,1,44170215424,1
VN,7,vi,7,267,cpuhub1,61,1,1.75662E+11,1
IT,1,it,59,45575,1x3090,102,2,1.06445E+11,1
FR,1,en,1,10,16,21,1,28516024320,0
IL,3,en,1,49,18,51,1,19194978518,0
DE,2,de,6,333,23,4,1,42995810304,1
VN,7,en,24,69108,cpuhub1,27,1,24230494208,0
VN,7,vi,251,10331,sliver,0,1,5771956327,1
DE,2,de,0,526,1x3090,46,1,67355279360,0
RU,3,ru,301,148,1x3090,32,2,1.58717E+11,1
NL,1,en,492,45,1x3090,39,1,25213009920,0
KE,3,en,0,1236,1x3090,84,1,14920339966,1
FR,2,fr,0,66005,1x3090,541,1,44443893760,1
UZ,5,ru,180,168,1x3090,111,1,89619964228,1
CN,8,zh,0,82,23,11,2,82529222656,0
KR,9,ko,4,34,22,284,2,56111398912,1
VN,7,vi,573,730,cpuhub1,53,2,72232604122,1
BR,-3,en,7,5058,6x3090,122,2,90490011648,1
VN,7,vi,266,54,17,9,2,98928951296,1
IN,5,en,59,12280,1x3090,105,1,1.04821E+11,0
BF,-7,en,7,4205,1x3090,1156,1,33657191394,1
US,-4,en,1,6548,6x2080ti,19,1,1984731231,1
JP,9,en,57,78,1x3090,41,1,2.05194E+11,1
PH,8,en,194,26,1x3090,14,4,1.638E+11,1
US,-7,en,34,540,1x3090,48,1,56127127552,0
RO,2,en,473,1258,1x2080Ti,131,3,88485776032,1
SA,3,en,391,79,1x3090,43,3,74021828882,1
MX,-6,en,10,9825,16,63,2,15384640173,1
FR,1,fr,0,37,16,28,2,62639833088,0
IN,5,en,0,70,1x3090,15,1,65312653312,0
RO,3,fr,0,70,16,10,2,51503955968,0
UZ,3,ru,4,1469,1x3090,113,1,1.14302E+11,0
VN,7,en,60,69,1x2080Ti,22,1,61093183488,1
VN,7,vi,233,4481,cpuhub1,55,2,2.08615E+11,1
CN,8,en,366,1237,1x3090,34,9,8.26742E+11,1
KR,9,ko,1,33,1x3090,29,1,55311335424,1
VN,7,vi,723,164,NULL,82,229,9.41061E+12,1
US,-5,en,248,14,1x2080Ti,35,2,24812048425,1
MD,2,ru,0,830,1x3090,27,2,22144408407,1
US,-5,en,1,19,16,10,2,51633979392,1
US,-7,en,0,327,23,258,1,71387054080,1
GB,0,en,NULL,19,1x2080Ti,17,1,24276631552,1
AU,10,en,1,495,1x3090,948,1,91715796992,1
IN,5,en,168,42,1x3090,4,5,2.04658E+11,1
ID,7,en,33,46,1x3090,20,2,1.25726E+11,1
US,1,de,0,26,1x3090,77,1,37231788032,1
IT,2,it,1,5585,16,46,1,41453355008,0
VN,7,en,678,1509,NULL,43,13,1.22385E+12,1
GB,0,en,202,85,1x2080Ti,14,2,38232129536,0
VN,7,en,0,388819,1x3090,89,1,77249642496,0
DE,1,de,0,58,1x3090,3,1,2500853760,0
VN,7,en,379,1537,1x2080Ti,110,1,23889707008,1
CA,-5,en,4,1150,6x3090,35,1,13636959770,1
CA,-7,en,1,41,6x3090,599,1,21249452853,1
IN,5,en,7,55,1x3090,6,2,24693901098,1
IN,5,en,0,5519,1x3090,100,1,76805046272,0
CH,1,de,5,42,1x3090,29,2,43454790431,1
CA,-4,en,1,41722,1x3090,1,1,29544104302,1
VN,7,vi,61,220,cpuhub1,93,5,3.00614E+11,1
BR,-3,pt,1,34,16,78,1,87479549952,1
US,-8,en,0,20,6x3080,2,2,8126621571,1
ES,2,en,365,73,1x3090,60,2,5.7056E+11,1
IT,1,it,29,31,6x3080,13,3,2.16249E+11,1
GB,1,en,0,1187,1x3090,50,2,50864324608,0
AU,10,en,605,907,sliver,66,4,3.45234E+11,1
BR,-3,pt,82,66,1x3090,34,1,8258584576,0
IT,2,es,399,380,NULL,8640,1,33035372477,1
FR,1,fr,0,70,golden,12,1,26260537344,0
CA,5,en,17,46906,1x3090,261,5,2.95007E+11,1
IT,2,it,2,50,23,39,3,1.30524E+11,1
RS,1,en,4,39,6x3090,13,3,1.23124E+11,1
AE,4,en,172,27715,1x3090,48,1,67437068288,0
FR,2,en,0,69,1x3090,108,1,28455206912,0
IT,1,en,0,34,1x3090,207,1,1.42173E+11,1
GB,2,en,31,29754,1x3090,54,1,64138248192,0
NL,1,nl,22,1197,1x2080Ti,59,2,15576213255,1
US,-7,en,6,70,6x3090,4,3,1.29708E+11,1
IN,5,en,2,106,1x3090,60,3,1.13955E+12,1
AT,1,de,4,339,6x3080,171,2,10070330404,1
TW,8,zh,182,58,1x3080,5,1,27272609109,1
VN,7,vi,0,5248,cpuhub1,270,1,53892612096,0
CY,3,en,1,45,1x3090,343,1,15539736327,1
PH,8,en,0,33,22,35,1,70058508288,0
US,-5,en,1,21,1x3090,17,1,66432532480,1
US,-5,en,2,5808,1x3090,36,1,2.21221E+11,1
FR,2,fr,210,29,1x3090,63,2,58649325521,1
VN,7,en,453,3392,6x2080ti,1539,3,1.34807E+11,1
CH,2,de,8,32,1x3090,21,2,60003713024,1
IT,1,it,0,30,1x3090,95,1,9402580992,0
BE,2,fr,290,69,1x3090,35,6,4.879E+11,1
IN,5,en,139,742,cpuhub1,65,4,1.22022E+11,0
ZA,2,en,0,141,cpuhub1,11,1,28995223552,0
AE,4,en,28,94164,1x3090,31,6,3.40936E+11,1
VN,7,vi,9,6256,1x3090,1509,1,2.93359E+11,1
TW,8,zh,209,490,cpuhub1,613,4,41742992685,1
VN,7,en,461,24310,sliver,52,1,49683628032,1
ES,1,es,2,305,1x3090,397,1,4598265389,1
DE,1,de,125,259,1x3090,36,4,3.94881E+11,1
CR,-5,fr,1,22,1x3090,127,1,40515928064,0
ES,1,es,0,52,1x3090,15,1,8806989824,0
AE,4,en,1,5131,6x3090,18,2,79117156352,1
US,-8,en,0,46,cpuhub1,18,1,29095886848,0
VN,7,en,0,85,1x3090,59,1,26137853952,0
DE,2,en,0,259,1x3090,36,2,51158974464,0
OM,4,ck,374,439,1x3090,55,7,1.3909E+11,1
TW,8,en,386,634,1x3090,93,4,4.25674E+11,1
US,-8,en,8,262648,1x3090,41,1,28637659136,1
VN,7,vi,28,206,1x3090,95,2,27193144530,1
CZ,1,en,0,61,1x2080Ti,40,1,9466544128,0
SG,8,en,39,573,1x3090,3,1,1.78383E+11,1
CL,7,en,0,22,NULL,217,2,23802675200,1
US,-5,en,17,6049,22,25,5,2.19761E+11,1
IN,5,en,151,58,1x3090,6,2,1.17102E+11,1
DE,1,de,137,10113,22,34,3,1.15975E+11,1
BR,-3,pt,30,46,1x3090,76,2,86065020928,0
GB,0,en,74,29,16,39,3,1.27141E+11,1
KR,9,ko,147,109813,6x3090,27,4,4.04161E+11,1
VN,7,vi,7,27,cpuhub1,116,1,15215507467,1
US,-8,en,1,39,1x3090,19,1,12567677624,0
CH,1,de,1,25,6x3080,24,3,26919312584,1
RO,2,en,419,1954,6x2080ti,9,1,4935116058,1
IN,5,en,33,319,1x3090,63,1,75974574080,0
VN,7,vi,1,7734,1x2080Ti,180,1,4989124608,0
TR,3,tr,1,25,1x3090,111,1,29229056000,0
CN,8,en,21,108,1x3090,85,2,54109667328,0
EC,-5,es,5,1612,1x3090,68,3,16185033306,1
VN,7,vi,1,33,1x3090,3,2,1.42663E+11,1
US,-7,en,22,44,1x3090,3,2,1.93988E+11,1
MX,-6,es,72,10220,22,684,1,1.03806E+11,1
IN,5,en,0,20,1x2080Ti,52,1,39253442560,0
GR,3,en,0,135,1x3090,56,1,56125030400,0
FR,1,fr,87,45,1x3090,127,1,33318502400,0
IN,5,en,0,63,16,37,1,25118638080,0
US,-7,en,43,46,22,41,5,2.33697E+11,1
US,-5,en,0,14,16,47,1,28455206912,1
BR,-3,pt,1,52,1x3090,24,1,30522998784,0
DE,2,de,4,72,1x3090,143,1,44070600704,1
CA,-5,en,1,53,1x3090,15,1,40359672721,1
AR,-3,es,214,15,6x3080,79,9,6.86126E+11,1
PH,8,en,28,32,1x3090,27,1,27835753007,0
US,-4,en,0,25,16,89,1,28782362624,1
VN,7,en,113,69,1x2080Ti,29,2,4954176466,1
US,-5,en,0,12,18,116,2,35817146819,1
BR,-3,pt,0,55,1x3090,3,1,47142928384,1
DE,2,de,0,816,16,43,1,26731347968,0
BR,-3,en,0,24,1x3090,100,1,46215987200,0
IN,5,en,0,63,1x2080Ti,180,1,10154409984,0
VN,7,vi,0,179,1x3090,79,1,41608544256,0
ES,2,en,8,149,1x3090,29,2,63333497059,1
MK,2,en,230,601,1x3090,14,3,2.1973E+11,1
US,-6,en,0,76,1x2080Ti,180,1,9019850752,0
TR,3,en,163,100736,1x3090,127,1,2.56661E+11,1
US,-5,en,8,63,6x3090,9,7,3.62172E+11,1
VN,7,vi,232,26,16,12,2,1.82931E+11,1
MX,-6,es,10,4675,1x3090,214,1,34789919003,1
NL,2,nl,0,23,1x3090,4,1,26993491968,0
VN,7,vi,399,20169,1x3090,14,148,5.10244E+12,1
TR,3,en,38,54,1x3090,45,1,47243591680,1
JM,-5,en,0,450946,16,1,1,24363663360,0
US,-4,en,304,12,1x3090,23,2,81597513932,1
VN,7,vi,28,4394,cpuhub1,36,1,64999129088,1
JP,9,ja,372,1499,1x3090,44,10,95316227038,1
DE,1,de,23,1282,1x3090,147,2,1.45364E+11,1
VN,7,vi,0,51,cpuhub1,180,1,18832338342,0
RU,3,ru,0,32,1x3090,16,1,11617173504,0
US,-8,en,3,123484,6x3090,137,2,1.35072E+11,1
VN,7,vi,146,4383,sliver,152,2,15988775371,1
IN,5,en,302,84,1x3090,5,1,4558159872,1
DE,2,de,0,39,16,42,4,70622912792,1
KR,9,ko,44,2885,6x3090,171,2,62814633414,1
KR,9,ko,181,574148,16,11,1,23942135808,0
AF,7,en,192,70,1x3090,8,3,17088643072,0
SG,8,en,1,294,1x3090,22837,7,9.37645E+11,0
VN,7,en,134,46,1x3090,127,10,4.07392E+11,1
VN,7,vi,328,177,NULL,6,3,91132168946,1
IN,-8,en,0,70,1x3090,11,1,16583229440,0
VN,7,en,43,180,1x3090,33,1,52378797728,1
VN,7,vi,NULL,118,cpuhub1,4,2,60282634240,1
BR,-3,pt,24,50,18,98,5,2.86363E+11,1
VN,7,en,285,1499,1x3090,66,3,47547058168,1
GB,0,en,18,25722,1x3090,870,2,86096478208,1
PE,-5,en,187,55,1x3090,102,4,58366070467,1
FR,1,en,3,189,22,12,2,69631737856,0
IQ,3,en,134,216,1x2080Ti,180,1,8560574464,0
IN,5,en,9,146,golden,20,1,85901443072,1
MX,-7,en,0,1323,1x3090,79,2,15815671808,0
IT,2,it,21,1553,1x3090,2,3,38146484391,1
US,-7,en,344,158,cpuhub1,6,2,3.40822E+11,1
FR,1,fr,37,243,1x3090,13,3,1.44208E+11,1
GB,3,en,259,10299,18,278,6,1.11423E+12,1
US,-4,en,1,13,1x3090,6,2,1.44784E+11,1
DK,1,en,15,25,1x3090,83,2,26547373518,1
VN,7,en,18,35,1x3090,13,1,56379180226,1
US,-4,en,0,147,16,83,1,14074785322,0
BE,1,en,0,94,6x3090,7,1,7982809088,0
CL,-3,en,343,1089,1x3090,6,1,2.09423E+11,1
EG,2,en,221,1014,cpuhub1,21,2,53509216961,1
ES,1,es,5,2258,1x3090,5,2,22704825737,1
BR,-3,pt,140,9294,1x3090,22,4,3.89119E+11,1
IN,5,en,241,1312,1x3090,49,1,28293380767,1
DK,2,en,0,3478,1x3090,60,2,1.57446E+11,0
CA,-5,en,1,127,1x3090,7,1,761144513,1
VN,7,vi,248,142190,sliver,4,1,36859543552,1
BR,-3,pt,140,41,1x2080Ti,180,1,2913992704,0
MY,8,en,87,46,1x3090,11,3,1.26478E+11,1
VN,7,vi,0,38,cpuhub1,180,1,8068345121,0
VN,7,en,595,141,sliver,269,9,72015698885,1
PL,2,pl,1,22,22,305,1,13147425103,1
VN,7,vi,33,216,1x2080Ti,98,3,85127622524,1
TR,-6,en,0,30,1x2080Ti,181,1,4194304,0
VN,7,en,189,49,sliver,8,1,25957498880,1
