region,timezone,language,lasttime,created_bill,package,hours_use,sum_length,is_paid
DK,2,da,203,18.71666667,1x3090,1.05,49.24217754,1
IN,5,en,0,0.483333333,1x3090,0.383333333,75.82882202,1
CY,2,en,0,1838.533333,22,0.433333333,47.07372237,1
BE,1,en,462,9.316666667,1x2080Ti,0.05,426.134,1
GB,0,en,0,0.483333333,1x3090,0.166666667,1.378339213,1
BR,-3,pt,0,263.25,1x3090,0.783333333,28.06513664,0
US,-5,en,167,0.216666667,1x3090,1.283333333,164.929,1
VN,7,en,115,1.05,1x3090,0.15,17.27774921,1
SG,8,en,200,0.666666667,cpuhub1,1.4,29.41695079,1
PK,5,en,4,5.35,1x3090,0.05,27.45619622,1
DE,2,de,294,0.433333333,6x3090,2.283333333,37.34830596,1
VN,7,vi,7,0.466666667,1x3090,0.4,77.42580326,0
BR,-3,pt,1,2.95,1x3090,0.216666667,45.80284826,0
BG,2,bg,5,13.75,1x3090,0.216666667,182.786,1
US,-7,en,5,0.483333333,6x3090,3.833333333,38.40092007,1
VN,7,vi,0,2.116666667,1x3090,1.35,71.18467891,1
CA,-4,en,17,0.7,22,0.3,178.74,1
PT,0,pt,0,294.5,1x3090,1.583333333,11.43472128,0
IN,5,en,50,5.066666667,1x2080Ti,2.433333333,96.89157001,1
TH,7,th,27,10.4,1x3090,6.116666667,45.82919764,1
US,-8,en,54,0.95,16,0.233333333,86.81894707,0
US,-7,en,3,0.75,1x3090,2.166666667,87.88147803,1
DE,2,de,177,0.283333333,1x3090,1.933333333,119.891,1
BY,3,en,1,0.366666667,1x3090,0.133333333,7.745830912,0
DZ,1,en,215,1.283333333,1x3090,0.116666667,267.899,1
QA,3,en,30,0.983333333,23,4.783333333,117.905,1
VN,7,vi,227,48.68333333,cpuhub1,0.7,119.539,1
VN,7,en,106,4.45,1x3090,3.833333333,112.468,1
US,-7,en,277,426.6666667,1x3090,0.25,47.76067862,1
VN,7,en,1,3.25,1x2080Ti,0.083333333,11.8531031,0
US,-4,en,5,0.916666667,22,10.3,255.137,1
SE,7,vi,0,0.3,1x3090,1.583333333,9.549381632,0
US,-7,en,1,797.85,6x2080ti,0.533333333,37.5546784,1
IN,5,en,17,72.08333333,16,1.133333333,46.09644954,1
VN,7,vi,0,0.783333333,cpuhub1,4.083333333,67.1130583,0
CZ,2,en,9,5.616666667,16,0.866666667,10.73174275,1
VN,7,en,0,474.3666667,1x3090,0.816666667,16.0211927,0
VN,7,vi,0,0.616666667,1x3090,0.616666667,1.749794336,1
VN,7,en,0,0.85,1x2080Ti,0.65,23.73766349,0
TR,3,tr,215,282.7333333,1x3090,0.55,58.19622206,0
US,-4,en,92,504.7333333,6x3090,1.666666667,177.96,1
IN,5,en,5,18.4,1x3090,0.183333333,70.23676621,0
AE,4,en,1,0.333333333,1x2080Ti,24,21.30542477,1
UA,2,uk,225,1.8,1x3090,0.233333333,57.39066163,0
VN,7,vi,0,0.416666667,cpuhub1,8,186.336,0
ES,2,es,0,0.633333333,16,0.083333333,25.56742861,0
VN,7,vi,0,0.6,1x3090,0.55,36.4600361,0
UZ,5,ru,17,0.566666667,16,2.233333333,88.88044749,1
US,-8,en,104,20.36666667,23,1.233333333,80.75398349,1
VN,0,en,13,1.266666667,1x3090,0.25,14.20667608,1
VN,7,en,0,299.8833333,1x3090,1.8,140.821,0
AL,1,en,0,0.45,1x3090,1.166666667,33.2702679,1
AM,4,en,0,0.583333333,1x3090,0.7,81.74174208,1
TW,8,zh,94,1.833333333,16,0.4,133.223,1
VN,7,vi,26,5.9,6x2080ti,0.683333333,78.2544927,1
IN,5,en,15,0.85,6x3080,15.41666667,47.07854117,1
SE,1,sv,73,1.033333333,22,1.533333333,77.15713382,1
IN,5,en,17,0.766666667,1x2080Ti,1.983333333,7.153385472,0
VN,7,en,0,8.35,cpuhub1,3,72.81731174,0
HK,8,en,1,0.333333333,6x2080ti,0.183333333,144.455,1
AU,11,en,380,1488.9,16,5,126.69,1
UA,3,ru,3,1.133333333,22,1.65,657.179,1
DO,-4,en,25,11.88333333,1x3090,4.533333333,30.85705877,1
VN,7,en,16,2.316666667,1x3090,11.55,132.327,1
ID,7,en,359,1.316666667,cpuhub1,0.166666667,176.711,1
VN,7,en,0,5.733333333,1x3090,0.05,60.94848,0
EE,2,et,91,0.216666667,1x3090,0.416666667,95.84928358,1
VN,7,vi,0,0.7,1x3090,0.1,50.26873344,0
US,-7,en,0,0.466666667,1x3090,0.183333333,1.575332457,1
FR,1,fr,9,0.616666667,1x3090,0.55,220.289,1
US,-4,en,365,458.9833333,1x3090,18.1,359.242,1
CA,-4,en,64,48.71666667,1x3090,0.316666667,369.679,1
VN,7,vi,1,4.75,cpuhub1,0.083333333,27.0490665,0
VN,7,vi,448,0.8,1x2080Ti,1,349.739,1
GB,0,en,41,795.3666667,1x3090,0.916666667,267.899,0
VN,7,en,15,2.283333333,1x3090,0.05,167.991,1
ES,1,es,115,0.5,22,6.15,7371.4,1
VN,7,en,305,723.2166667,6x2080ti,9.15,129.405,1
DE,2,de,1,1.616666667,cpuhub1,2.116666667,27.75370957,0
FR,1,fr,24,0.533333333,1x3090,1.983333333,1530.77,1
US,-5,en,4,0.233333333,16,12.03333333,78.50269082,1
VN,7,vi,206,0.666666667,cpuhub1,1.383333333,178.796,1
GB,0,en,33,3.033333333,1x2080Ti,2.383333333,14.99232773,1
PL,2,pl,0,2.133333333,16,3.3,28.05045658,1
IN,5,en,89,1.083333333,cpuhub1,0.083333333,24.50091682,0
BY,3,ru,11,1.133333333,1x3090,1.35,65.31265331,0
VN,7,vi,56,5.166666667,16,0.016666667,90.39459123,0
VN,7,en,4,1.633333333,cpuhub1,1.866666667,13.61450479,1
KR,9,en,211,0.783333333,1x3090,5.466666667,884.311,1
VN,7,vi,0,0.466666667,1x3090,1.316666667,45.21145139,0
HU,1,hu,4,14.58333333,1x3090,0,41.0297303,0
VN,7,vi,123,0.683333333,cpuhub1,1.75,40.6847488,1
JO,2,en,36,0.35,1x3090,0.5,10.06857786,1
FR,0,en,4,2.016666667,23,0.033333333,109.189,1
TR,3,en,97,28,6x3090,1.483333333,950.588,1
RO,3,ro,29,22.88333333,1x3090,0.3,27.99383347,0
IN,5,en,230,8.45,cpuhub1,4.016666667,24.70445056,0
DK,2,da,348,0.683333333,6x3090,0.75,152.876,1
BR,-3,pt,0,0.733333333,16,0.483333333,61.32491878,1
US,-8,en,0,1.15,1x3090,0.483333333,13.98695526,1
CN,8,zh,1,0.366666667,1x3090,0.55,1.990320231,1
IN,5,en,32,99.93333333,cpuhub1,0.05,192.946,1
US,-4,en,2,4.766666667,1x3090,0.783333333,141.999,1
MN,8,en,279,0.416666667,6x3090,0.1,480.355,1
AT,1,en,17,965.2166667,1x3090,0.333333333,65.50034842,1
CH,2,fr,0,44.56666667,16,0.15,23.27314432,0
US,-8,en,14,36.9,23,0.516666667,250.329,1
DE,2,de,21,20.41666667,6x2080ti,5.9,4.409654291,1
US,-5,en,1,0.55,1x2080Ti,0.1,66.84042854,0
US,-4,en,68,1.033333333,16,0.266666667,16.86981915,1
VN,7,vi,5,41.63333333,16,0.75,44.39356211,1
VN,7,vi,331,27.95,1x3090,0.783333333,160.209,1
US,2,en,2,0.183333333,cpuhub1,24,10.5486407,1
BR,-3,en,0,7.983333333,1x2080Ti,1.6,13.70698547,1
BR,-3,pt,245,1.166666667,1x3090,1.033333333,183.803,1
US,-4,en,4,81.08333333,16,5.733333333,127.86,1
BR,-3,pt,0,41.6,1x3090,1.316666667,58.24315392,0
PT,1,es,10,3.783333333,1x3090,1.316666667,38.99633882,1
VN,7,vi,3,1.5,cpuhub1,0.083333333,37.55160371,0
AU,10,en,39,49.41666667,18,0.9,17.59197731,1
VN,7,vi,173,1594.45,1x3090,1.433333333,44.51519693,1
JP,-9,en,134,33.38333333,1x2080Ti,0.483333333,148.849,1
AU,11,en,13,362.7166667,23,9.7,98.91007693,1
MA,1,fr,0,1.133333333,1x3090,1.85,159.162,0
IT,1,it,0,44.41666667,1x2080Ti,0.316666667,5.488246784,0
IN,5,en,0,14.06666667,1x3090,0.466666667,43.88605133,0
US,-5,en,0,1.1,6x3090,0.883333333,35.52680346,0
US,-7,en,84,0.95,6x3090,0.25,45.78834122,1
DK,1,da,1,4.683333333,1x2080Ti,0.05,17.84644871,1
US,-4,en,33,104.25,1x3090,0.383333333,97.75157747,1
BR,-3,en,1,0.7,1x3090,0.7,10.57279181,0
TW,8,zh,550,0.616666667,1x2080Ti,3,67.69987057,1
IN,5,en,2,0.2,16,0.166666667,26.00153907,0
IN,5,en,6,1.166666667,1x3090,0.583333333,65.28539034,0
ES,2,es,1,2.583333333,6x2080ti,1.3,54.99988049,1
VN,7,en,42,2.383333333,1x2080Ti,2.7,29.4083625,1
GB,1,en,1,403.3666667,1x3090,1.85,30.91936051,0
VN,7,vi,0,1.166666667,1x3090,1.85,34.98993254,0
VN,7,en,479,6.383333333,6x2080ti,3.166666667,57.63023369,1
TR,3,en,310,1.433333333,1x3090,5.266666667,113.31,1
TD,1,fr,74,0.916666667,cpuhub1,3.85,287.371,1
SI,1,en,1,0.7,16,0.216666667,160.055,1
TW,8,zh,0,15.95,cpuhub1,0.15,4.888461312,0
ES,2,es,0,42.11666667,1x3090,1.866666667,70.37517824,0
IN,5,en,31,14.2,1x3090,0.166666667,60.14527078,0
HK,8,zh,3,0.883333333,6x2080ti,0.733333333,10.81465785,1
US,-5,en,1,0.566666667,23,0.483333333,92.35437978,1
VN,7,en,80,106.25,golden,0.766666667,37.38400509,1
PK,-4,en,414,107.7833333,sliver,2.766666667,60.39230803,1
DK,2,en,1,15.31666667,1x3090,17.98333333,64.07743078,1
KR,9,ko,168,69.86666667,1x3090,0.616666667,272.06,1
ES,2,es,267,2.716666667,1x3090,0.166666667,19.78648055,1
VN,7,vi,10,1.733333333,1x3090,1.333333333,40.87967917,1
ES,1,es,1,93.31666667,cpuhub1,0.666666667,11.60249344,0
NG,1,en,318,326.7166667,cpuhub1,1.15,25.65847175,1
PY,-4,es,0,0.4,cpuhub1,0.116666667,4.275044352,0
IN,5,en,5,18.01666667,1x3090,0.183333333,16.80983746,0
VN,7,vi,113,88.61666667,1x2080Ti,2.5,67.22938932,1
CZ,1,uk,108,18.56666667,1x2080Ti,2.433333333,8.795455488,0
BY,3,ru,117,1.666666667,16,0.066666667,26.27312026,0
RU,3,ru,7,9667.883333,1x3090,0.066666667,155.332,1
ES,1,es,316,0.9,golden,0.05,28.88007694,1
RU,3,ru,2,1.766666667,1x3090,0.3,52.07018701,0
VN,7,en,0,21.18333333,1x3090,1.583333333,13.92823501,0
IT,1,it,1,25.06666667,1x3090,0.216666667,12.3427881,0
JP,9,en,372,28.7,1x3090,1.616666667,41.40931482,0
RU,7,ru,162,38,1x3090,2.3,121.764,1
VN,7,en,239,3.183333333,1x3090,1.15,283.186,1
GB,0,en,1,1.083333333,1x2080Ti,0.033333333,8.631454774,1
CL,-4,en,0,0.766666667,16,1.3,163.831,0
BR,-7,en,17,0.3,cpuhub1,4.4,85.84441004,1
US,-4,en,2,0.55,6x3080,3.8,6.055512301,1
US,-5,en,540,1098.55,1x2080Ti,0.083333333,179.125,1
CN,8,zh,0,1.1,1x3090,0.816666667,29.08272232,1
VN,7,vi,29,10.4,cpuhub1,7.2,45.73510714,1
CA,-5,fr,0,26.1,1x3090,0.716666667,22.78433563,1
MZ,2,en,1,5.633333333,16,0.65,108.781,0
US,-4,en,2,0.433333333,1x3090,0.8,18.96590988,1
VN,7,vi,150,0.933333333,cpuhub1,0.083333333,130.024,1
ZA,2,en,412,34.05,1x3090,0.433333333,63.91997105,1
RU,5,ru,0,0.8,1x3090,0.266666667,130.381,0
US,-5,en,9,48.51666667,22,0.183333333,51.31952297,1
US,-7,en,10,1032.4,18,0.283333333,71.50950781,1
VN,7,en,0,3499.016667,16,0.5,23.64643738,0
GB,1,en,5,0.216666667,22,0.1,80.14685798,1
EC,-5,en,0,0.183333333,18,0.633333333,157.457,1
US,-4,en,4,79.05,23,0.7,79.96126003,1
ES,1,es,26,29.26666667,1x3090,0.5,232.687,1
MA,1,fr,1,1.583333333,1x3090,1.85,54.46723174,0
KR,9,ko,0,3.25,1x2080Ti,0.3,9.435086848,0
PH,8,en,106,40.3,1x3090,0.033333333,227.871,1
CZ,2,cs,194,0.7,1x3090,0.333333333,238.34,1
VN,7,en,21,2.2,6x3090,168,40.13267183,0
PL,2,pl,360,1.5,6x2080ti,0.716666667,237.909,1
ZA,2,en,2,22.73333333,1x3090,0.166666667,54.25646797,1
NL,2,nl,27,1.316666667,cpuhub1,3.166666667,80.07282171,1
US,-6,en,4,1.266666667,1x3090,5.35,130.94,1
PL,1,en,0,4.216666667,1x2080Ti,0.183333333,10.45639987,0
RU,5,ru,13,73.65,1x3090,0.25,119.984,1
VN,7,vi,1,123.9333333,1x3090,1.516666667,87.26564045,0
VN,7,en,51,27.11666667,16,3.733333333,5478.98,1
AE,4,en,6,0.883333333,6x3090,2.166666667,814.598,1
VN,7,en,532,38.36666667,cpuhub1,1.4,340.359,1
VN,7,en,540,0.95,sliver,4.7,33.30382234,1
US,-4,en,4,50.01666667,16,0.783333333,58.15612211,1
VN,7,en,218,3.25,17,0.1,559.819,0
BR,-3,pt,0,13.2,16,0.666666667,24.11410227,0
GT,-6,en,142,6.7,1x3090,0.383333333,199.512,1
NL,1,en,29,1.083333333,1x3090,0.666666667,111.664,1
VN,7,en,38,5.65,1x2080Ti,0.616666667,803.427,0
IT,1,it,0,0.6,1x3090,1.316666667,47.17228851,0
US,-7,en,1,0.4,6x3090,0.633333333,63.5437056,1
VN,7,vi,304,0.483333333,sliver,0.583333333,98.38790919,1
PH,8,en,0,37.21666667,1x3090,0.35,42.72003482,0
JO,3,en,1,5.966666667,1x3090,0.633333333,70.29863518,1
SG,7,en,565,210.6833333,1x2080Ti,3,749.004,0
BR,-3,pt,101,12.06666667,1x3090,1.066666667,37.63024691,0
US,-6,en,0,0.933333333,1x3090,0.3,29.48490854,0
BR,-3,pt,1,0.433333333,1x3090,0.066666667,10.89365606,0
AL,1,en,1,0.55,1x3090,0,77.13010483,1
VN,7,en,5,0.5,1x3090,0.883333333,54.24045991,1
DE,1,de,2,1.1,1x3090,0.483333333,33.27865651,1
JP,9,en,44,22.95,6x2080ti,0.233333333,0.01048576,1
CZ,1,cs,499,19.8,1x2080Ti,0.033333333,154.745,1
TR,3,en,136,2.85,1x3090,1.583333333,33.61063517,1
DZ,1,fr,19,43.88333333,1x3090,0.6,7.548698624,0
MY,8,en,1,1.283333333,1x3090,0.266666667,68.00942019,0
GB,0,en,0,0.166666667,1x2080Ti,0.066666667,0.004194304,0
VN,7,en,196,15.11666667,1x3090,0.133333333,145.017,1
VN,7,vi,101,16.38333333,1x3090,0.633333333,221.416,1
VN,7,vi,1,11816.18333,1x3090,1.316666667,26.93686886,0
US,-6,en,11,0.9,22,0.533333333,146.677,1
US,-8,en,2,0.283333333,1x3090,44.13333333,149.439,1
VN,7,en,311,0.466666667,cpuhub1,0.7,93.69559443,1
PH,8,en,0,0.983333333,1x3090,0.016666667,52.3459625,0
VN,7,en,502,0.466666667,sliver,0.016666667,167.801,1
GB,1,en,2,0.783333333,16,2.533333333,67.7684183,1
DK,2,en,0,4.416666667,1x3090,0.883333333,50.56233472,0
US,-4,en,1,1.583333333,6x3090,24,19.721835,1
BR,-3,pt,1,257.9333333,1x3090,2,50.05796966,0
DE,1,de,0,0.233333333,22,0.35,33.22133001,1
MX,-5,es,7,14.6,1x3090,0.883333333,33.16808332,1
EE,3,en,0,0.65,1x3090,0.35,33.07827377,1
BR,-3,pt,8,0.45,1x2080Ti,0.766666667,10.9272105,0
BR,-3,pt,374,349.8,golden,1.8,9.151971328,1
MX,-5,en,0,1.683333333,1x3090,0.733333333,33.69120353,1
US,-4,en,237,20.26666667,18,0.066666667,239.478,1
VN,7,vi,0,11,1x3090,1.8,41.5540183,0
US,-5,en,9,3.45,1x3090,0.033333333,157.181,1
RU,3,ru,360,14.21666667,1x3090,0.683333333,63.54685133,1
TR,3,tr,0,0.816666667,1x2080Ti,0.616666667,0.004194304,0
IT,1,en,0,94.48333333,22,0.3,49.27782912,0
VN,7,en,567,0.433333333,1x2080Ti,0.55,97.69897165,1
PL,2,en,2,280.3666667,1x3090,1.316666667,49.39631821,0
JP,9,en,39,3.75,1x3090,0.083333333,26.24900301,0
KR,9,en,378,0.333333333,1x3090,0.75,115.668,1
VN,7,vi,488,18.81666667,6x2080ti,0.266666667,51.69689395,1
BR,-3,pt,66,2.4,1x2080Ti,3,72.68653483,1
IN,5,en,89,11.36666667,1x3090,0.283333333,114.69,0
GB,0,en,3,3.2,1x3090,0.183333333,68.27802624,1
GB,0,en,127,0.8,1x3090,1.7,209.219,1
DE,2,de,81,0.683333333,1x3090,6.4,112.302,1
SA,3,ar,241,3,cpuhub1,0.1,466.866,1
MY,8,en,74,0.7,16,0.116666667,146.111,1
KR,9,ko,84,4.883333333,6x3090,2.033333333,1364.61,1
BR,-3,pt,143,1.533333333,1x3090,3.433333333,183.526,0
EC,-5,es,2,0.383333333,1x3090,11.91666667,51.20091571,1
SA,3,en,0,1.85,1x2080Ti,3,10.26975334,0
VN,7,vi,303,0.983333333,1x2080Ti,0.483333333,38.63897702,0
VN,7,en,0,1.766666667,6x3090,0.116666667,59.00022579,1
US,-8,en,43,1.316666667,1x3090,1.55,67.7117952,0
IN,5,en,0,1.416666667,1x3090,1.75,98.53154099,0
US,-5,en,1,16.46666667,23,3.183333333,60.97679155,1
RU,3,ru,0,1.683333333,1x2080Ti,3,2.476736512,0
VN,7,vi,1,1.216666667,1x3090,6.6,29.05315071,1
IT,2,it,4,1.116666667,6x2080ti,0.95,19.45737725,1
US,-4,en,24,10.15,1x3090,0.25,88.96440884,1
FR,1,en,1,1.316666667,1x2080Ti,2.866666667,25.46047386,0
MY,8,en,64,1.016666667,6x3080,1,36.05312508,1
VN,7,en,1,10.93333333,1x3090,1.966666667,78.34480457,1
GB,1,en,1,285.7666667,1x3090,0.083333333,25.5108055,0
BR,-3,pt,0,2.3,1x3090,1.316666667,29.24793037,0
HK,8,en,0,1.316666667,16,1.15,79.97803725,0
IN,5,en,3,1.033333333,16,14.53333333,288.912,1
FR,1,fr,7,26.7,23,1.4,131.418,1
FR,2,fr,11,0.633333333,22,0.083333333,95.43719322,1
GR,2,el,12,0.55,1x3090,0.366666667,24.9865175,0
VN,7,vi,2,5.15,cpuhub1,0.25,8.826912029,1
VN,7,vi,226,33.13333333,sliver,2.966666667,25.3681926,1
VN,-7,en,197,1557.483333,1x2080Ti,2.483333333,46.69623501,1
IL,2,en,13,1411,1x3090,2.033333333,103.489,1
AR,-3,es,12,23.56666667,1x3090,0.366666667,37.42682317,1
AE,4,en,0,45.88333333,1x3090,0.366666667,18.54930944,0
CA,-6,en,46,941.7333333,1x3090,0.4,15.46335027,0
AU,10,en,1,334.6166667,16,0.316666667,33.2094505,1
IT,1,it,0,2.133333333,1x2080Ti,3,66.84042854,0
US,-5,en,311,1.266666667,6x3080,2.983333333,962.144,1
IT,2,it,322,28.38333333,1x3090,0.5,133.752,1
MX,-6,es,226,23.76666667,1x2080Ti,0.083333333,106.632,1
VN,7,vi,295,2.95,1x3090,0.083333333,11.37373765,1
CA,-8,ar,1,1.833333333,22,0.666666667,50.38512538,0
VN,7,en,0,3.25,cpuhub1,0.533333333,45.4033408,0
LT,2,lt,7,1.566666667,1x3090,0.966666667,78.08218683,1
RU,2,ru,57,67.58333333,1x2080Ti,0.033333333,32.01429727,1
CA,-4,en,3,2.633333333,1x3090,0.616666667,189.423,1
VN,7,en,54,0.733333333,16,6.1,53.95238093,1
DE,2,de,433,2.466666667,golden,2.266666667,904.629,1
US,-7,en,2,0.316666667,1x3090,0.2,24.45567093,1
ZA,2,en,31,0.716666667,cpuhub1,0.066666667,99.26239846,0
BR,-3,pt,141,1149.45,1x3090,0.916666667,20.20422651,1
AU,11,en,5,1.183333333,1x2080Ti,2.283333333,71.77041439,1
FR,2,fr,4,0.9,6x3090,2.733333333,101.311,1
OM,4,en,154,45.26666667,1x3090,0.266666667,125.488,1
BR,-3,pt,83,1,16,0.016666667,38.61590835,1
VN,7,en,232,0.316666667,1x3090,1.416666667,27.84912998,0
GB,0,en,0,1167.066667,1x3090,0.833333333,104.766,0
DE,2,de,161,168.9,16,2.75,32.03379596,1
US,-5,en,33,49.73333333,1x3090,0.933333333,108.318,1
PL,1,pl,9,21.38333333,1x3090,0.683333333,432.033,1
IT,2,it,90,39.66666667,1x3090,0.166666667,24.13297664,0
VN,7,vi,11,542.8,16,1.3,70.52722176,0
BR,-4,en,189,0.55,16,0.683333333,28.08191386,1
US,-6,en,99,0.316666667,cpuhub1,1,381.964,1
US,-8,en,112,8.116666667,1x3090,2.716666667,109.98,1
AE,4,en,6,8.233333333,6x3090,0.066666667,36.10861675,1
IR,4,en,5,0.516666667,1x3090,0.2,33.90780211,1
VN,7,vi,408,0.45,golden,1.05,93.3073675,1
VN,7,vi,0,0.483333333,1x3090,6.283333333,110.739,1
GB,3,en,0,0.216666667,16,0.716666667,74.60303667,0
VN,7,vi,0,0.866666667,1x3090,0.7,26.23432294,1
US,-8,en,185,6023.383333,22,21.08333333,236.519,1
DE,3,en,1,340.4,1x3090,1.583333333,11.09707981,0
AU,10,en,22,1.516666667,6x3090,1.6,383.238,1
MA,1,fr,21,0.333333333,1x3090,1.766666667,102.399,1
AU,11,en,2,3.333333333,1x3090,14,104.25,1
VN,7,vi,118,0.716666667,1x3090,1.55,70.84538342,1
US,-4,en,197,23.68333333,6x3080,0.966666667,373.205,1
VN,7,en,42,0.333333333,cpuhub1,5.683333333,37.09984986,1
US,2,en,1,1.15,cpuhub1,4.2,28.9365033,0
VN,7,en,0,0.833333333,1x3090,0.6,41.57079552,0
KZ,6,en,0,19.95,6x3090,4.45,38.86164674,1
IT,2,it,0,1.233333333,1x3090,0.133333333,76.81343488,0
RU,2,ru,1,2145.016667,16,0.166666667,51.36030106,0
BR,-3,pt,0,0.483333333,cpuhub1,0.05,55.70874573,0
VN,7,vi,0,0.833333333,cpuhub1,5,55.40256154,0
DE,1,de,82,1.216666667,6x3090,3.016666667,158.751,1
AU,10,en,7,142.1666667,16,0.75,65.76354099,1
AU,11,en,129,19.73333333,22,0.783333333,131.957,1
DE,2,de,160,18.21666667,cpuhub1,0.083333333,78.02244301,0
JP,9,ja,206,61.6,18,5.383333333,60.73714495,1
US,-7,en,490,0.383333333,sliver,1,25.2182528,1
US,-6,en,72,25.91666667,1x3090,0.6,469.826,1
VN,7,vi,0,18.3,1x3090,0.1,26.06235648,0
ES,2,es,301,0.316666667,1x3090,0.183333333,580.89,1
IN,5,en,87,0.466666667,1x3090,2.983333333,208.359,1
US,-4,en,1,2.4,16,0.833333333,25.07459789,0
VN,7,en,109,1.766666667,1x3090,0.5,56.60907877,1
BE,1,en,0,0.683333333,6x2080ti,0.8,15.09005722,0
RU,5,en,0,1225.983333,16,1.133333333,62.36300902,0
IT,2,it,0,0.533333333,1x3090,1.95,46.80738406,1
BR,-3,pt,68,11.61666667,1x3090,1.066666667,85.23035443,0
VN,7,vi,13,1.283333333,16,0.033333333,137.63,1
US,-7,en,261,24.3,1x3090,1.233333333,127.563,1
VN,7,en,394,16.88333333,sliver,0.866666667,118.526,0
IN,5,en,140,27.1,cpuhub1,2.583333333,239.001,1
TD,1,en,2,72.55,1x3090,0.083333333,133.949,0
UA,3,en,188,2.55,1x3090,0.416666667,41.66895161,1
US,-4,en,1,22.23333333,1x3090,14.55,94.6035753,1
BR,-3,pt,252,219.75,1x3090,0.3,36.73894075,1
US,-7,en,0,192.8666667,1x3090,0.133333333,28.77187686,1
VN,7,en,209,2.083333333,1x3090,9.333333333,58.04968555,1
CA,-5,en,98,0.366666667,23,4.35,161.485,1
VN,7,vi,36,40.81666667,1x3090,1.416666667,78.65028799,1
NG,1,en,279,1.516666667,1x2080Ti,3,70.01034051,1
GB,0,en,0,0.4,1x3090,0.05,4.507828224,0
US,-4,en,6,0.7,1x3090,4.3,16.28753719,1
FR,2,en,6,20.03333333,23,2.7,49.283072,1
DE,2,de,41,269.8,1x3090,0.15,108.769,1
GB,1,it,0,1.666666667,1x3090,0.816666667,28.97097519,0
PK,5,en,0,0.566666667,1x3090,0.85,29.09437269,0
VN,7,en,156,0.633333333,17,1.1,589.753,1
US,-6,en,0,0.45,cpuhub1,0.25,24.96869171,0
IN,5,en,0,388.3833333,16,0.983333333,38.83505665,0
VN,7,en,19,219.6,1x2080Ti,0.533333333,31.56108902,1
RU,3,ru,0,0.45,1x2080Ti,1.666666667,49.3617152,1
FR,2,fr,330,0.916666667,6x2080ti,11.61666667,82.70338376,1
BR,-3,en,54,1.233333333,6x3090,1.1,147.54,1
VN,7,en,54,9.266666667,16,7.283333333,33.67899795,1
DE,1,de,34,0.416666667,16,0.416666667,32.72710554,1
PL,2,pl,0,36.21666667,1x3090,0.15,140.954,1
ZA,2,en,530,0.483333333,golden,4.616666667,17.62058592,1
VN,7,vi,0,6.75,1x3090,7.9,209.922,1
IN,5,en,351,0.633333333,golden,0.866666667,100.395,1
IT,1,it,0,0.666666667,1x3090,0.7,36.51036774,1
RU,5,ru,0,0.6,1x3090,1.35,89.27995494,0
ES,2,es,122,0.85,1x3090,0.933333333,70.48688385,1
DE,1,de,15,0.383333333,22,0.75,143.637,1
US,-7,en,0,0.933333333,1x3090,3.033333333,50.26831107,1
VN,7,en,24,7.683333333,6x3090,24,178.864,1
VN,7,vi,82,282.2166667,cpuhub1,0.516666667,155.031,1
IN,5,en,1,7.466666667,cpuhub1,1.1,28.45835264,0
KR,9,ko,0,0.283333333,1x3090,1.316666667,24.68033331,0
SE,1,sv,58,0.283333333,1x3090,0.05,28.96500159,1
US,-5,en,390,18.2,1x3090,0.166666667,201.529,1
TH,7,en,0,0.416666667,1x3090,0.35,37.85673933,1
IN,5,en,145,1.166666667,1x3090,1.3,109.121,1
GI,2,en,44,0.2,1x3090,1.266666667,78.03877274,1
IN,5,en,1,0.35,1x3090,0.55,134.056,1
US,-4,en,5,9.083333333,cpuhub1,0.5,123.98,1
IQ,3,en,21,0.733333333,6x3080,0.016666667,32.02253464,1
RU,3,en,3,0.633333333,1x3090,1.183333333,77.84942797,1
PT,0,en,2,1.016666667,1x3090,0.3,41.16604518,0
NG,1,en,576,12.4,sliver,0.266666667,10.47946854,1
CA,-4,en,8,0.716666667,23,0.7,45.79131392,1
CA,-4,en,8,1.216666667,17,1.316666667,201.735,1
US,-8,en,138,0.45,1x3090,0.3,290.728,1
VN,7,en,210,24.15,golden,24,51.80695094,1
SE,2,en,201,1.083333333,18,24,108.028,1
VN,7,en,274,3.85,cpuhub1,3.15,551.904,1
AU,10,en,17,9.083333333,16,0.433333333,206.591,1
IN,5,en,57,0.516666667,cpuhub1,114.1,121.893,1
CA,-4,en,3,1.033333333,1x3090,7.966666667,96.6566871,1
US,-4,en,8,10.46666667,16,0.633333333,117.399,1
AR,-3,en,418,37.38333333,1x3090,1.133333333,316.088,0
VN,7,en,1,9.75,1x3090,0.316666667,44.97027891,1
VN,7,en,9,0.733333333,cpuhub1,0.233333333,30.3038464,0
BR,-3,pt,197,1.283333333,6x3090,0.15,79.43043153,1
VN,7,vi,1,0.85,cpuhub1,1.3,70.07004262,1
HU,1,en,506,147.6833333,1x3090,0.216666667,60.55753189,1
VN,7,vi,86,3.05,cpuhub1,1.133333333,317.728,1
VN,7,vi,1,1.333333333,1x3090,1.666666667,120.544,1
VN,7,vi,8,0.5,1x3090,4.3,103.544,1
MX,-7,es,5,18.61666667,1x3090,0.5,71.99837389,0
US,-4,en,112,0.416666667,16,1.483333333,86.0398551,1
