region,timezone,language,lasttime,created_bill,package,hours_use,sum_length,is_paid
LV,2,lv,393,0.433333333,1x3090,0.066666667,2.445279232,0
AD,7,vi,0,0.2,cpuhub1,1.016666667,10.1313999,0
VN,7,en,13,1319.783333,1x3090,1.283333333,130.397,1
MD,2,en,4,530.5166667,1x3090,0.766666667,25.75678315,1
VN,7,vi,4,9.366666667,16,1.933333333,214.536,1
US,-8,en,1,4.183333333,1x2080Ti,0.116666667,24.3007488,1
NL,1,nl,8,3.35,1x3090,1.033333333,129.983,1
VN,7,en,569,246.4833333,sliver,19.66666667,210.18,1
IL,3,en,5,1.666666667,22,16.71666667,172.556,1
CO,-5,es,0,2.566666667,1x3090,1.583333333,9.522118656,0
VN,7,en,42,6.05,1x3090,4.116666667,21.8925989,1
IT,2,it,87,3.766666667,6x3090,0.333333333,327.46,1
ES,1,es,110,0.333333333,1x3090,0.166666667,88.13971428,1
PS,2,en,553,1.2,golden,0.45,76.25559245,0
KR,9,ko,4,434.75,6x3090,0.433333333,385.488,1
VN,7,en,1,1.066666667,1x3090,0.316666667,133.949,0
ID,7,en,0,27.31666667,1x2080Ti,0.3,66.84042854,0
EG,2,en,1,0.4,1x3090,0.716666667,83.37752064,0
DE,1,de,57,0.633333333,1x3090,0.65,55.36586138,1
SA,3,en,0,0.283333333,1x3090,0.1,5.254414336,0
US,-7,en,0,1.483333333,6x3090,1.166666667,40.93955277,1
DE,2,de,152,0.966666667,18,0.866666667,148.544,1
IT,1,it,302,5.6,1x3090,0.183333333,51.5776413,1
VN,7,en,1,0.766666667,1x3090,1.4,37.74978458,1
CH,2,it,98,0.533333333,17,0.333333333,38.45375559,1
VN,7,vi,0,43.66666667,1x3090,0.483333333,88.03319808,0
VN,7,vi,0,0.616666667,cpuhub1,0.066666667,57.8855895,0
UG,3,en,257,0.566666667,sliver,2.2,46.86240454,1
US,-7,en,4,2424.15,1x3090,0.55,84.24259584,1
HK,8,en,183,45.48333333,16,0.15,83.46072741,1
VN,7,en,1,84.8,1x3090,0.4,28.95547457,0
IN,5,en,32,0.983333333,cpuhub1,4.983333333,200.27,1
US,-5,en,4,0.9,1x3090,0.166666667,24.03180118,1
VN,7,vi,336,3.433333333,cpuhub1,168,1147.81,1
GE,-8,en,0,114.7333333,1x2080Ti,0.033333333,5.366611968,0
MA,1,fr,5,21.85,cpuhub1,0.15,105.91,0
UA,3,ru,3,0.2,16,0.466666667,24.33136325,1
IN,5,en,18,20.83333333,6x3090,20.16666667,204.06,1
NL,1,en,38,552.3166667,1x3090,0.2,41.88566967,1
ZA,2,en,3,3.233333333,1x2080Ti,0.366666667,8.855723558,1
TR,3,en,143,1.616666667,1x3090,2.116666667,156.638,1
VN,7,vi,144,10.63333333,1x3090,0.683333333,97.41617691,1
US,-7,en,188,13.76666667,1x3090,2.1,565.277,1
IN,5,en,0,1.766666667,cpuhub1,2.433333333,27.8879273,0
GB,0,en,1,118.4666667,23,0.466666667,103.563,1
BR,-4,pt,2,1.416666667,1x3090,0.833333333,50.52982886,1
DE,-6,en,0,0.433333333,1x2080Ti,3,3.898605568,0
KR,9,ko,64,0.766666667,cpuhub1,0.166666667,373.086,1
VN,7,vi,467,0.95,1x2080Ti,0.883333333,309.385,1
IT,1,it,2,8449.016667,23,0.7,54.22815642,1
GB,2,en,20,6195.633333,16,8.816666667,151.932,1
US,-8,en,0,0.333333333,1x2080Ti,3,10.39138816,0
VN,7,vi,0,0.766666667,16,1.216666667,29.06338099,0
DK,1,en,1,0.45,16,0.15,28.99417498,0
VN,7,vi,2,0.183333333,cpuhub1,0.066666667,349.65,1
AU,11,zh,276,0.5,1x3090,0.816666667,53.55506693,1
ID,7,id,1,0.416666667,1x2080Ti,3,5.047844864,0
CA,-7,en,2,2.25,16,0.05,12.34433576,1
PT,1,pt,313,6.016666667,1x3090,1.033333333,204.501,1
BR,-3,pt,0,22.35,1x3090,0.3,32.00149094,0
IT,2,it,2,0.483333333,6x3090,0.85,16.1495694,1
JP,9,ja,187,0.733333333,1x3090,0.616666667,302.23,1
AE,5,en,67,224.4166667,1x3090,0.466666667,176.948,1
TH,7,en,69,1.166666667,1x3090,9.933333333,214.007,1
CH,2,en,40,67.28333333,1x3090,0.583333333,109.878,1
US,-5,en,0,0.333333333,1x3090,0.066666667,35.56530753,1
FR,2,fr,49,1.45,16,1.3,131.243,1
BE,2,nl,348,2.933333333,6x3080,0.216666667,286.428,1
AT,2,en,257,0.416666667,cpuhub1,0.666666667,155.329,1
VN,7,vi,51,48.51666667,1x3090,1.866666667,218.224,1
IN,5,en,341,0.433333333,1x3090,0.383333333,334.592,1
TR,3,tr,1,225.1833333,1x3090,1.85,37.65331558,0
ES,2,es,1,75.53333333,1x3090,10.41666667,28.92077466,1
GB,0,en,96,0.5,1x2080Ti,0.35,194.853,1
RO,3,en,1,7.116666667,1x3090,0.033333333,76.00393421,0
EG,-8,en,0,2.616666667,1x2080Ti,1.1,9.198108672,0
VN,7,vi,214,25.51666667,cpuhub1,0.9,76.07335166,1
AE,4,en,45,48.25,1x2080Ti,0.883333333,58.70557594,1
VN,7,en,460,4801.166667,1x3090,5.216666667,141.753,1
SK,2,en,69,417.5,1x3090,3.883333333,173.998,1
PT,0,pt,34,0.3,1x3090,0.066666667,148.333,1
SE,2,sv,186,10.33333333,16,1.05,104.134,0
IN,5,en,10,21.51666667,1x3090,0.133333333,267.899,0
GB,0,en,26,0.95,23,0.25,157.685,1
BR,-3,pt,10,115.4166667,17,0.533333333,49.27323579,1
IL,2,he,69,16.6,1x3090,10.55,91.22716058,1
CA,-5,en,30,1430.75,1x3090,12.66666667,245.536,1
VN,7,vi,1,10365.13333,1x3090,0.5,13.99706341,0
RW,2,en,16,4.6,1x3090,0.766666667,120.536,1
VN,7,en,0,1.3,1x3090,5.816666667,133.949,1
AU,11,vi,1,75.96666667,1x3090,0.033333333,27.44437965,0
VN,7,en,0,48.26666667,1x2080Ti,0.166666667,17.57413376,1
RU,3,ru,202,1.233333333,16,0.316666667,108.156,0
DE,2,de,2,77.76666667,16,0.2,8.598406065,1
US,-4,en,8,41.31666667,1x3090,0.333333333,474.235,1
RU,10,en,383,1.516666667,1x3090,0.95,133.949,1
VN,7,en,0,0.566666667,1x3090,2.116666667,32.75646566,0
GB,1,en,6,1.15,16,1.116666667,26.99106523,1
VN,7,vi,357,2994.3,1x3090,3,221.029,1
AE,4,en,31,260.5666667,18,4.216666667,3926.15,1
QA,3,en,188,0.5,16,0.066666667,27.22208154,1
IT,2,it,188,0.483333333,1x3090,0.6,53.23426289,1
RO,2,en,380,5.983333333,1x3090,1.583333333,41.70494612,1
VN,7,vi,172,0.95,cpuhub1,0.283333333,120.923,1
FR,1,fr,68,6.95,1x3090,20.13333333,91.38654413,1
VN,7,en,5,494.5333333,1x2080Ti,1.566666667,82.127795,1
FO,0,en,0,0.716666667,1x3090,0.033333333,27.40663091,0
FR,1,fr,3,0.333333333,1x3090,15.8,66.94318899,1
VN,7,en,0,0.366666667,1x3090,1.25,133.949,0
SO,3,en,0,22.45,1x3090,0.1,28.01270784,0
ZA,2,en,30,1.333333333,1x3090,0.2,48.18987302,1
MX,-7,es,44,0.75,16,10.98333333,123.844,1
BR,-3,pt,0,2.2,cpuhub1,5.033333333,5.574230016,0
NG,1,en,48,1.65,18,0.083333333,113.595,1
AE,4,en,141,2.8,1x3090,0.05,52.95201053,1
BR,-3,pt,3,36.45,cpuhub1,0.233333333,52.59762074,0
TW,8,zh,181,0.45,6x2080ti,10.73333333,13.33474099,1
RU,3,ru,3,2.383333333,6x2080ti,35.01666667,5.870911825,1
US,-4,en,6,12.43333333,16,0.483333333,106.056,1
CL,-3,es,0,1.1,1x3090,0.016666667,12.74599565,1
VN,7,vi,12,2.533333333,16,0.25,70.46588186,1
VN,7,en,545,1.266666667,golden,0.5,99.45953075,1
VN,7,en,251,0.716666667,cpuhub1,0.466666667,216.863,1
JP,9,ja,210,11.35,1x3090,0.45,128.222,1
PL,1,pl,21,0.866666667,16,0.166666667,95.81885877,1
VN,7,en,61,4.016666667,cpuhub1,1.133333333,14.02882158,1
JP,9,ja,35,4.95,1x3090,0.533333333,83.28253248,1
CH,1,fr,4,0.533333333,1x3090,4.433333333,76.27236966,1
VN,7,en,1,1.466666667,cpuhub1,0.183333333,72.02417504,0
US,-8,en,108,4.333333333,16,0.316666667,613.905,1
IT,2,it,0,19.88333333,6x3090,0.9,9.211012871,1
BJ,0,fr,131,1.216666667,1x3090,2.016666667,41.97142627,0
FR,2,en,1,16.4,24,0.166666667,41.73227622,1
FR,2,fr,113,3.45,17,1.9,94.72083975,1
VN,7,en,59,0.366666667,1x3090,0.1,27.20740147,0
VN,7,en,0,2.65,1x3090,0.016666667,24.26509722,0
VN,7,vi,11,1.15,1x3090,0.233333333,33.23671347,0
US,-5,en,14,209.15,cpuhub1,0.366666667,95.89961523,1
VN,7,en,5,65.8,cpuhub1,0.266666667,108.385,1
NL,2,en,8,64.45,cpuhub1,0.066666667,37.25409597,0
BR,-3,pt,1,214.9,1x3090,0.5,38.5655767,0
PT,1,en,0,40.93333333,1x3090,0.533333333,40.59981414,0
SA,3,en,10,2.266666667,1x3090,0.783333333,132.134,1
AU,10,en,327,22.01666667,1x3090,0.116666667,76.76678452,1
DE,1,en,0,1.666666667,6x2080ti,1.566666667,23.03931187,1
IT,1,it,1,640.55,16,9.85,71.69009254,1
NL,2,nl,1,1.216666667,1x3090,1.45,48.69272371,0
VN,7,vi,475,266.8333333,rf11node,0.666666667,160.978,1
VN,7,en,437,5621.916667,golden,0.133333333,650.29,1
GB,0,en,5,547.4333333,1x3090,0.233333333,33.09410714,0
IS,0,is,0,1.216666667,6x3080,1.416666667,16.49890594,1
VN,7,vi,1,0.433333333,1x2080Ti,0.85,0.00524288,0
TW,8,zh,5,2.2,6x3090,6.116666667,340.181,1
IN,5,en,2,85.16666667,1x3090,0.183333333,93.12088883,0
VN,7,vi,1,3.45,cpuhub1,2.933333333,133.12,1
DE,1,de,199,5.433333333,1x3090,7.383333333,103.516,1
CA,-5,en,74,3.866666667,1x3090,2.116666667,36.74105446,1
US,-5,en,2,0.6,1x2080Ti,0.416666667,12.41933414,0
NG,1,en,255,965.05,1x3090,0.2,58.52312371,0
SA,3,en,4,1.266666667,1x2080Ti,0.1,19.64402278,0
IN,5,en,45,45.38333333,1x3090,2.266666667,50.94087066,0
US,-5,en,81,5360.35,18,9.266666667,95.91344166,1
VN,7,vi,129,1.016666667,cpuhub1,6.983333333,197.001,1
BR,-3,pt,406,31.48333333,1x2080Ti,3,31.49974265,1
VN,7,en,2,0.766666667,1x3090,0.1,107.892,0
ID,7,en,5,21.98333333,1x3090,0.6,28.87254016,0
FR,2,fr,12,204.3666667,6x3090,0.783333333,597.354,1
GB,1,en,4,527.1,1x3090,1,154.756,1
FR,1,fr,460,1.433333333,1x3090,1.333333333,215.236,1
FR,1,fr,71,1.5,1x3090,0.55,92.86398771,1
VN,7,en,14,665.05,1x3090,0.2,50.60078479,1
US,-8,en,1,0.566666667,6x2080ti,11.53333333,31.30838221,1
DO,3,ru,7,50.08333333,1x3090,0.65,316.608,1
SE,2,en,0,121.1666667,1x3090,0.45,25.79601818,0
BR,-3,pt,53,628.0833333,22,1.8,48.69901517,1
BH,3,en,12,25.81666667,17,0.05,24.83342541,0
NZ,13,en,88,6.2,1x3090,4.066666667,451.535,1
PL,2,en,4,1.016666667,6x3080,0.183333333,16.65630091,1
VN,7,vi,0,2.25,1x3090,1.316666667,51.59308493,0
DE,1,de,409,0.216666667,cpuhub1,2.15,31.17521306,0
US,-8,en,456,37.5,1x3090,48.43333333,72.63381094,1
RU,3,ru,0,2.933333333,1x3090,0.416666667,9.16979712,0
BD,6,en,0,509.2333333,1x3090,0.633333333,32.75646566,0
US,-7,en,120,0.433333333,1x3090,5.416666667,717.571,1
KR,9,ko,0,0.466666667,1x3090,0.216666667,50.25405338,0
VN,7,vi,0,2.516666667,cpuhub1,0.9,14.01107251,0
PT,0,pt,2,39.65,1x3090,1.15,259.758,1
CA,-5,en,0,0.316666667,1x3090,0.883333333,11.5071378,1
ES,1,es,0,1.35,cpuhub1,0.966666667,7.021264896,0
UA,3,ru,0,103.2833333,16,1.15,30.37200384,0
BR,-3,pt,0,1.15,1x3090,0.95,27.52616858,0
US,-4,en,40,4.516666667,16,0.333333333,197.705,1
IT,2,it,419,556.6,6x3080,0.9,68.37449523,1
VN,7,en,0,1,1x3090,0.366666667,68.55170458,0
TH,7,fr,121,7.15,1x3090,2.466666667,149.546,1
BR,-3,pt,1,1.033333333,1x2080Ti,0.066666667,14.05301555,0
ZA,2,en,0,816.4333333,1x3090,1.733333333,75.86971648,0
AR,-3,es,18,0.283333333,1x2080Ti,0.066666667,7.35051776,0
US,-5,en,98,0.7,6x3090,1.3,235.01,1
PK,5,en,37,1.666666667,16,0.266666667,297.31,1
VN,7,en,11,0.316666667,1x3090,0.066666667,14.28783598,1
EG,2,en,129,0.65,cpuhub1,4.9,33.33389176,1
US,-9,en,5,2.716666667,1x3090,24,20.58774118,1
VN,7,en,140,0.716666667,1x3090,1.2,235.848,1
VN,7,en,4,0.433333333,1x3090,0.766666667,64.14830777,1
PK,5,en,40,0.716666667,1x2080Ti,0.283333333,326.297,1
VN,7,vi,0,0.816666667,1x3090,1.666666667,26.63697613,0
VN,7,en,101,0.966666667,1x3090,0.266666667,106.979,1
VN,7,vi,20,1.45,cpuhub1,2.966666667,40.34501018,1
SG,9,ko,3,1.6,1x3090,1.85,94.93807104,1
VN,7,en,43,0.916666667,1x3090,0.416666667,9.507679557,1
LT,3,lt,1,68.13333333,1x3090,0.75,28.26436608,0
CA,-4,en,179,0.516666667,6x3090,14.1,54.70157396,1
PA,-5,es,326,20.03333333,17,0.05,87.87591168,0
VN,7,en,1,1.566666667,cpuhub1,7.8,15.62989293,1
VN,7,vi,189,1.666666667,1x3090,1.616666667,62.11989505,1
NL,2,en,1,0.95,23,2.15,45.86261709,1
FR,2,fr,0,0.833333333,16,0.416666667,27.20530432,0
VN,7,en,356,0.966666667,cpuhub1,1.483333333,227.969,1
BR,-3,pt,23,91.65,1x3090,0.533333333,11.89851578,0
VN,7,vi,5,10.28333333,cpuhub1,0.016666667,23.94995846,1
CN,8,zh,358,2188.183333,6x2080ti,1.283333333,170.841,1
VN,7,vi,0,19.46666667,cpuhub1,0.4,6.7371008,0
BE,1,nl,113,0.616666667,1x2080Ti,0.283333333,12.6133207,1
MT,2,en,1,0.333333333,16,0.033333333,71.2549335,1
CA,-4,en,245,0.366666667,1x3090,1.95,103.701,1
FR,2,fr,0,0.316666667,1x3090,0.416666667,47.72174234,1
TR,3,en,1,13.66666667,6x3090,9.75,72.37061837,1
IN,5,en,0,19.91666667,16,0.666666667,24.12039373,0
ES,2,es,398,310.6333333,1x3090,0,314.269,1
VN,7,en,193,5.816666667,cpuhub1,0.6,1021.68,1
VN,7,en,313,0.666666667,1x3090,1.316666667,261.414,1
IN,5,en,0,22.95,16,0.35,97.47165012,0
ET,-8,en,0,226.2,1x3090,0.15,6.813646848,0
HR,2,en,1,25.61666667,1x3090,0.183333333,81.41589052,1
MX,-6,en,182,414.5833333,1x3090,2.583333333,43.0741689,1
US,-7,en,417,0.7,1x3090,0.2,238.13,1
DE,1,de,34,0.383333333,6x2080ti,1.316666667,5.028254086,1
GE,4,en,0,1.783333333,1x3090,2.116666667,51.74827418,0
VN,7,en,25,0.7,1x3090,1.733333333,47.57347992,1
KR,9,ko,156,6.266666667,18,0.066666667,50.27372944,1
JO,3,en,23,1.35,1x3090,0.166666667,212.663,1
US,-8,en,0,0.333333333,1x2080Ti,3,9.894363136,0
US,9,ja,1,3124.65,1x3090,1.583333333,11.14741146,0
IT,1,it,10,1.666666667,1x3090,0.583333333,35.60964096,1
GB,0,en,25,21.41666667,16,1.466666667,298.651,1
IT,2,zh,20,2.266666667,16,1.3,63.19452979,1
VN,7,vi,1,10.35,1x3090,0.1,32.76904858,0
DE,2,de,281,0.683333333,6x2080ti,0.05,270.427,1
VN,7,en,0,0.4,1x2080Ti,0.133333333,3.946840064,0
AU,10,en,3,11.5,22,0.383333333,123.606,1
DE,2,de,3,603.3666667,1x3090,0.483333333,102.868,1
VN,7,vi,615,1.216666667,sliver,0,430.99,1
RU,3,en,3,52.66666667,1x2080Ti,0.966666667,143.219,1
US,-4,zh,0,0.183333333,1x3090,1.183333333,10.03526824,1
VN,7,en,0,271.85,1x3090,0.133333333,56.40604877,0
FR,2,fr,21,4527.983333,16,2.5,65.24239872,1
HK,8,zh,451,23.71666667,1x2080Ti,0.083333333,557.831,1
VN,7,en,1,0.816666667,1x3090,0.35,5.606440986,1
US,-7,en,3,1.383333333,1x3090,20.43333333,205.45,1
GB,1,en,3,0.5,1x3090,0.366666667,49.07682786,1
PR,-4,en,1,0.633333333,1x3090,23.45,23.83264903,1
VN,7,en,7,1.6,cpuhub1,1.15,31.81379584,0
US,-4,en,76,0.5,6x3080,0.45,106.716,1
US,-7,en,4,1.283333333,1x3090,0.416666667,158.753,1
CO,-5,en,268,0.966666667,6x3080,8.466666667,131.132,1
VN,7,vi,18,183.9666667,1x3090,0.333333333,339.915,1
FR,2,fr,0,0.366666667,16,0.5,110.376,1
FR,1,fr,94,58.61666667,1x3090,2.216666667,4006.9,1
PH,8,en,34,2.3,1x3090,1.85,143.758,0
VN,7,en,21,5853.266667,1x3090,0.45,29.04870093,1
NZ,12,en,7,0.533333333,16,1.3,44.31806464,1
VN,7,en,211,1.016666667,1x3090,0.116666667,438.211,1
ES,1,de,13,15.98333333,16,0.333333333,137.361,1
VN,7,en,252,141.3166667,1x3090,0.75,376.994,0
US,-5,en,0,0.25,22,0.266666667,45.46310963,0
IN,5,en,0,14.1,cpuhub1,5,34.96791245,0
VN,7,vi,0,2877.233333,1x3090,0.65,25.75407514,0
CA,-6,en,1,6.6,1x3090,0.816666667,80.75398349,0
US,-7,en,5,26.4,22,0.416666667,102.309,1
US,-4,en,0,1.366666667,1x3090,1.8,31.68272384,0
EG,2,en,246,1967.016667,1x3090,0.183333333,177.433,1
IN,5,en,151,26.78333333,1x3090,0.316666667,37.25037162,1
GR,2,en,442,12.13333333,1x2080Ti,0.916666667,65.80548403,1
JP,9,ja,8,0.566666667,16,0.1,28.31679488,1
IT,2,it,0,1.116666667,1x3090,0.2,29.99451648,0
EG,2,en,195,0.433333333,6x2080ti,2,144.533,1
MX,-5,en,1,1.183333333,1x3090,1.216666667,51.60147354,1
US,-4,en,12,6.716666667,1x3090,9.533333333,153.33,1
MM,6,en,174,2043.766667,1x3090,0.116666667,56.18479923,0
KR,9,ko,0,0.95,1x3090,0.166666667,25.53911706,0
FR,1,fr,107,0.733333333,1x3090,0.05,106.551,1
VN,7,vi,0,1372.9,16,3.3,17.38892292,1
US,-3,en,13,0.35,1x3090,0.2,114.422,1
GT,-6,es,0,0.316666667,6x3090,0.233333333,22.25917133,1
MX,-7,es,1,2.983333333,16,0.816666667,100.318,1
VN,7,en,6,0.683333333,cpuhub1,12.76666667,86.57882317,1
VN,7,en,199,0.433333333,1x3090,0.016666667,18.88322138,1
MX,-6,es,434,3.933333333,cpuhub1,1.133333333,336.427,1
LK,5,en,74,2.016666667,1x3090,1.433333333,72.39683277,0
HN,-6,en,135,4.35,1x3090,1.85,1035.99,1
US,-5,en,0,0.316666667,1x3090,0.316666667,35.24788224,1
US,-4,en,0,0.366666667,1x3090,15.8,267.899,1
VN,7,vi,15,9706.583333,16,1.2,68.8610345,0
US,-8,ru,420,88.4,golden,0.25,7.991197696,1
ID,7,id,0,0.75,1x3090,2.116666667,36.71798579,0
IN,5,en,198,0.766666667,16,2.45,53.68668543,1
NZ,13,en,7,2.166666667,1x2080Ti,0.1,5.919176066,1
CI,0,fr,1,2.916666667,16,0.416666667,42.64034304,0
ES,1,en,22,1.333333333,1x3090,0.533333333,101.661,1
BY,3,be,1,0.383333333,1x3090,1.316666667,57.89502669,0
EE,-5,en,29,0.85,16,0.283333333,87.11569408,1
BE,1,nl,1,0.733333333,23,2.15,225.511,1
NO,1,en,0,2.416666667,1x3090,0.2,31.56318618,1
US,-7,en,1,4.683333333,6x3090,0.316666667,26.63068467,1
PL,1,pl,1,192.7833333,1x3090,1.583333333,13.43120998,0
US,7,vi,448,47.66666667,6x2080ti,0.9,409.042,0
PL,1,pl,3,17.31666667,1x2080Ti,0.166666667,3.16634564,1
NZ,13,en,17,0.766666667,1x3090,0.616666667,577.861,1
IN,5,en,216,1.466666667,6x3090,0.266666667,2155.54,1
CA,-4,en,0,1.2,1x3090,0.85,28.51392717,0
VN,7,vi,41,0.733333333,cpuhub1,98.55,69.23434773,1
VN,7,en,29,17.8,1x3090,0.633333333,121.503,0
RO,3,en,6,53.08333333,22,0.816666667,107.697,1
VN,7,en,135,0.516666667,1x3090,9.75,149.332,1
LB,2,en,0,0.283333333,1x3090,1.5,30.62643668,0
VN,7,en,64,0.833333333,cpuhub1,3.516666667,31.45721292,1
PT,0,pt,0,1.85,1x2080Ti,3,0.004194304,0
GB,1,en,0,0.4,16,0.7,36.41945115,1
CL,-3,es,23,5.083333333,1x3090,0,50.65809367,1
US,-7,en,1,0.65,18,0.233333333,41.81080959,1
EG,2,en,62,0.933333333,1x2080Ti,6.95,10.69315137,1
NI,-6,es,637,0.9,cpuhub1,0.016666667,65.84113562,1
VN,7,vi,176,1,1x3090,0.016666667,165.792,1
AT,2,en,574,18.75,sliver,0.666666667,450.369,1
IT,2,en,448,0.666666667,6x2080ti,0.166666667,48.32243744,1
ZM,2,en,2,767.1833333,1x3090,0.25,29.16823859,0
IT,1,it,482,0.566666667,6x3090,0.033333333,675.89,1
AR,-3,es,0,11.55,1x3090,1.333333333,31.51914598,0
VN,7,vi,60,0.366666667,cpuhub1,7.783333333,88.03319808,1
US,-8,en,36,1706.85,1x3090,166.4666667,95.37952154,1
VN,7,en,144,0.583333333,cpuhub1,0.816666667,179.28,1
AT,1,de,7,0.266666667,1x2080Ti,0.616666667,19.41753037,1
IN,5,en,1,2.966666667,16,7.766666667,47.49315277,1
VN,7,en,98,2,cpuhub1,0.516666667,67.45343138,1
PL,1,pl,8,0.416666667,1x3090,1.95,53.79928883,1
BG,2,en,119,51,1x3090,1.083333333,67.28397619,1
NL,2,en,369,0.683333333,1x3090,1.316666667,51.11808,0
IN,5,en,1,0.25,1x3090,1.216666667,25.87151565,0
VN,7,vi,0,20.36666667,16,0.233333333,16.29369738,0
VN,7,en,172,1.75,1x3090,6,90.55607194,1
JO,2,en,337,7.433333333,16,0.866666667,352.466,1
BR,-3,pt,108,3.316666667,1x3090,1.316666667,54.44725865,1
US,-5,en,0,2.833333333,6x3090,0.183333333,82.61835162,1
GB,0,hu,476,0.8,1x2080Ti,0.183333333,255.546,1
VN,7,en,114,26.28333333,1x3090,0.65,90.4134656,1
IN,5,en,46,1,1x3090,1.066666667,96.35889152,0
PL,2,pl,24,0.65,6x3080,10.41666667,342.637,1
UA,2,ru,421,0.633333333,1x3090,0.333333333,2484.3,1
DE,0,en,22,2.05,23,38.51666667,318.975,1
IN,5,en,65,1.6,1x3090,0.3,37.83471923,0
CA,-4,en,297,1.7,1x3090,0.616666667,143.843,1
LK,5,en,0,1324.633333,1x2080Ti,3,8.413773824,0
VN,7,vi,3,0.833333333,cpuhub1,0.016666667,9.811691681,0
NG,-5,en,143,0.383333333,6x3080,0.05,19.60026835,1
TW,8,zh,18,437.9166667,1x3090,0.45,527.98,1
FR,1,fr,30,0.416666667,6x3080,0.183333333,75.09781091,1
PH,8,en,0,92.8,1x3090,1.933333333,28.5957161,0
FR,1,en,102,1.2,22,0.166666667,100.578,1
VN,7,en,48,1.333333333,1x3090,5.366666667,82.70433485,1
VN,7,en,101,1.216666667,cpuhub1,5.3,24.40181906,1
VN,7,vi,11,11.58333333,1x3090,1.033333333,113.43,1
DE,2,de,259,18.5,16,1.166666667,53.78670592,1
ES,2,es,7,428.1333333,cpuhub1,0.1,50.16807014,0
EG,2,en,0,3.966666667,22,0.666666667,42.19574682,0
IN,5,en,613,0.966666667,sliver,11.7,378.623,1
VN,7,en,0,5.6,1x3090,1.85,24.14136525,0
US,-5,en,9,11.23333333,22,1.633333333,59.82230938,1
DE,1,de,44,0.566666667,16,0.3,96.55707238,1
VN,7,en,10,0.3,1x3090,3.166666667,172.999,1
IT,1,it,312,0.5,1x3090,0.15,15.99851979,1
US,-5,en,0,880.2833333,16,0.216666667,10.03382374,0
CO,-5,es,0,2.633333333,18,0.216666667,100.857,0
VN,7,en,0,15.88333333,1x3090,0.233333333,9.933160448,0
US,-4,en,1,0.433333333,1x3090,0.133333333,38.47539917,0
US,0,en,0,0.466666667,1x2080Ti,3,2.237661184,0
US,-5,en,0,95.61666667,1x3090,0.516666667,133.949,0
VN,7,en,435,0.6,1x3080,4.783333333,152.948,1
TG,0,fr,2,155.25,23,2.583333333,43.47605811,1
VN,7,en,301,8.283333333,1x3090,2,190.47,1
CN,8,zh,6,0.333333333,1x3090,1.066666667,34.72668474,1
KR,9,ko,11,3.133333333,1x3090,1.266666667,62.03899904,0
TR,3,ru,3,3.85,1x3090,0.833333333,29.63590349,1
VN,7,vi,9,2.983333333,1x2080Ti,3.566666667,79.12055941,1
US,-7,en,0,2949.5,1x3090,0.866666667,26.02041344,0
NZ,12,en,64,22.31666667,1x3090,1.283333333,39.24646599,1
IN,5,en,0,0.85,1x3090,0.25,27.29757901,0
DO,-4,es,0,0.7,6x3090,1.333333333,258.463,1
US,-3,en,324,1.383333333,1x3090,0.566666667,101.563,0
IN,5,en,258,0.816666667,1x3090,0.033333333,106.635,0
DE,1,de,31,1.1,22,0.4,85.3016576,1
VN,7,en,72,3.783333333,cpuhub1,2.516666667,23.84083942,1
VN,7,en,48,19.85,18,1.05,1057.72,1
VN,7,vi,73,0.45,1x3090,0.133333333,28.1322455,0
KW,3,en,13,1664.85,6x3090,0.383333333,66.67265638,1
US,-7,en,9,0.416666667,1x3090,0.783333333,44.79831245,0
US,-8,en,0,230.8166667,1x2080Ti,0.766666667,14.19981619,0
VN,7,vi,0,0.55,1x2080Ti,1.116666667,11.56159898,0
HK,8,zh,495,0.85,6x2080ti,15.13333333,822.126,1
US,-7,en,157,1.066666667,1x3090,0.9,122.606,1
GB,0,en,0,11.08333333,1x2080Ti,2.816666667,10.52246016,0
GB,1,en,1,26.98333333,1x3090,1.1,24.32570785,1
VN,7,vi,419,1.316666667,cpuhub1,0.166666667,155.048,1
AU,10,en,2,1.7,1x3090,4.133333333,257.677,1
NZ,13,en,7,12.13333333,1x3090,0.033333333,629.144,1
NL,2,en,49,5930.9,22,1.066666667,147.023,1
VN,7,vi,240,17.88333333,cpuhub1,2,34.5988137,0
VN,7,vi,16,1624.9,cpuhub1,0.15,33.6110551,0
VN,7,vi,8,6.583333333,cpuhub1,1.75,46.44352819,0
BR,-3,pt,10,2.633333333,1x2080Ti,0.35,23.05818624,0
HK,8,zh,409,4.566666667,1x3090,7.083333333,158.778,1
VN,7,vi,553,1143.933333,1x2080Ti,3.8,122.569,1
BY,3,en,291,5.683333333,6x3090,4.833333333,265.027,1
IN,5,en,32,2.816666667,cpuhub1,0.6,32.74744637,1
IN,5,en,7,3.95,1x3090,1.85,243.17,1
SG,8,en,16,33.06666667,6x3090,0.533333333,112.665,1
AM,4,en,44,95.05,1x3090,28.16666667,178.755,1
DE,2,de,1,0.3,16,13.33333333,10.54332661,1
GB,1,en,35,18.85,1x3090,3.266666667,304.845,1
GR,2,en,2,0.6,1x3090,0.466666667,25.40364029,1
VN,7,en,205,0.233333333,cpuhub1,1.033333333,84.19189081,1
LK,5,en,81,24.35,1x3090,1.85,30.21795309,1
VN,7,vi,156,2.016666667,1x2080Ti,0.05,64.06349198,1
